Fecha,Variación
06/03/2008,0.7625
06/02/2008,0.3774
06/01/2008,0.2746
06/12/2007,0.4872
06/11/2007,0.5172
06/10/2007,0.567
06/09/2007,0.5775
06/08/2007,0.5509
06/07/2007,0.5286
06/06/2007,0.5374
06/05/2007,0.609
06/04/2007,0.7336
06/03/2007,0.6668
06/02/2007,0.6609
06/01/2007,0.8839
06/12/2006,0.7692
06/11/2006,0.6449
06/10/2006,0.6774
06/09/2006,0.6337
06/08/2006,0.6231
06/07/2006,0.6218
06/06/2006,0.6399
06/05/2006,0.5499
06/04/2006,0.5177
06/03/2006,0.5931
06/02/2006,0.6221
06/01/2006,0.4567
06/12/2005,0.6235
06/11/2005,0.728
06/10/2005,0.693
06/09/2005,0.6867
06/08/2005,0.6247
06/07/2005,0.6572
06/06/2005,0.6722
06/05/2005,0.6573
06/04/2005,0.7314
06/03/2005,0.6918
06/02/2005,0.5143
06/01/2005,0.6223
06/12/2004,0.5081
06/11/2004,0.7601
06/10/2004,0.6177
06/09/2004,0.5331
06/08/2004,0.5141
06/07/2004,0.4806
06/06/2004,0.4707
06/05/2004,0.4442
06/04/2004,0.594
06/03/2004,0.6964
06/02/2004,0.7232
06/01/2004,0.5979
06/12/2003,0.7361
06/11/2003,0.5784
06/10/2003,0.7271
06/09/2003,0.6412
06/08/2003,0.6202
06/07/2003,0.5408
06/06/2003,0.5381
06/05/2003,0.5954
06/04/2003,0.5601
06/03/2003,0.5702
06/02/2003,0.5626
06/01/2003,0.6907
06/12/2002,0.4366
06/11/2002,0.5918
06/10/2002,0.4773
06/09/2002,0.5661
06/08/2002,0.5359
06/07/2002,0.6229
06/06/2002,0.589
06/05/2002,0.5656
06/04/2002,0.5725
06/03/2002,0.7887
06/02/2002,0.7846
06/01/2002,0.6962
06/12/2001,0.5128
06/11/2001,0.688
06/10/2001,0.5006
06/09/2001,0.505
06/08/2001,0.6032
06/07/2001,0.5586
06/06/2001,0.5373
06/05/2001,0.5997
06/04/2001,0.5666
06/03/2001,0.6293
06/02/2001,0.3946
06/01/2001,0.472
06/12/2000,0.3192
06/11/2000,0.2557
06/10/2000,0.3027
06/09/2000,0.4384
06/08/2000,0.4557
06/07/2000,0.3919
06/06/2000,0.4076
06/05/2000,0.4657
06/04/2000,0.6311
06/03/2000,0.5561
06/02/2000,0.5439
06/01/2000,0.3467
06/12/1999,0.5779
06/11/1999,0.3688
06/10/1999,0.3773
06/09/1999,0.3976
06/08/1999,0.3695
06/07/1999,0.4029
06/06/1999,0.4203
06/05/1999,0.4086
06/04/1999,0.459
06/03/1999,0.3702
06/02/1999,0.6733
06/01/1999,0.5007
06/12/1998,0.5796
06/11/1998,0.4132
06/10/1998,0.4965
06/09/1998,0.5271
06/08/1998,0.6816
06/07/1998,0.7358
06/06/1998,0.6657
06/05/1998,0.6679
06/04/1998,0.7358
06/03/1998,0.6396
06/02/1998,0.866
06/01/1998,0.6042
06/12/1997,0.6302
06/11/1997,0.5865
06/10/1997,0.6487
06/09/1997,0.625
06/08/1997,0.5491
06/07/1997,0.5101
06/06/1997,0.5308
06/05/1997,0.4235
06/04/1997,0.4551
06/03/1997,0.4617
06/02/1997,0.4288
06/01/1997,0.3746
06/12/1996,0.3893
06/11/1996,0.2816
06/10/1996,0.2276
06/09/1996,0.2696
06/08/1996,0.3206
06/07/1996,0.3238
06/06/1996,0.3547
06/05/1996,0.3908
06/04/1996,0.2725
06/03/1996,0.3242
06/02/1996,0.4562
06/01/1996,0.2625
06/12/1995,0.3477
06/11/1995,0.455
06/10/1995,0.4376
06/09/1995,0.3865
06/08/1995,0.5056
06/07/1995,0.4295
06/06/1995,0.4657
06/05/1995,0.3537
06/04/1995,0.4097
06/03/1995,0.4637
06/02/1995,0.6895
06/01/1995,0.5487
06/12/1994,0.4009
06/11/1994,0.453
06/10/1994,0.4273
06/09/1994,0.33
06/08/1994,0.3119
06/07/1994,0.3155
06/06/1994,0.387
06/05/1994,0.3819
06/04/1994,0.3568
06/03/1994,0.3568
06/02/1994,0.0791
06/01/1994,0.2902
06/12/1993,0.3188
06/11/1993,0.092
06/10/1993,0.2442
06/09/1993,0.1692
06/08/1993,0.2118
06/07/1993,0.2336
06/06/1993,0.293
06/05/1993,0.3438
06/04/1993,0.3155
06/03/1993,0.4208
06/02/1993,0.3967
06/01/1993,0.384
06/12/1992,0.2833
06/11/1992,0.0943
06/10/1992,0.1154
06/09/1992,0.0588
06/08/1992,0.1405
06/07/1992,0.1359
06/06/1992,0.2821
06/05/1992,0.3276
06/04/1992,0.2936
06/03/1992,0.4333
06/02/1992,0.4485
06/01/1992,0.4721
06/12/1991,0.3064
06/11/1991,0.3175
06/10/1991,0.3292
06/09/1991,0.3863
06/08/1991,0.388
06/07/1991,0.4462
06/06/1991,0.4813
06/05/1991,0.4107
06/04/1991,0.5168
06/03/1991,0.3658
06/02/1991,0.4661
06/01/1991,0.4512
06/12/1990,0.4481
06/11/1990,0.4797
06/10/1990,0.4277
06/09/1990,0.3144
06/08/1990,0.3479
06/07/1990,0.3453
06/06/1990,0.4114
06/05/1990,0.4274
06/04/1990,0.4907
06/03/1990,0.7328
06/02/1990,0.4072
06/01/1990,0.3613
06/12/1989,0.4013
06/11/1989,0.2541
06/10/1989,0.3044
06/09/1989,0.3019
06/08/1989,0.3021
06/07/1989,0.3016
06/06/1989,0.2727
06/05/1989,0.2779
06/04/1989,0.2891
06/03/1989,0.336
06/02/1989,0.3072
06/01/1989,0.2157
06/12/1988,0.3626
06/11/1988,0.2291
06/10/1988,0.3009
06/09/1988,0.3211
06/08/1988,0.3199
06/07/1988,0.3431
06/06/1988,0.3865
06/05/1988,0.3811
06/04/1988,0.4426
06/03/1988,0.4828
06/02/1988,0.3901
06/01/1988,0.5487
06/12/1987,0.5316
06/11/1987,0.3306
06/10/1987,0.3347
06/09/1987,0.4321
06/08/1987,0.3832
06/07/1987,0.4182
06/06/1987,0.3013
06/05/1987,0.3339
06/04/1987,0.3009
06/03/1987,0.2541
06/02/1987,0.5028
06/01/1987,0.3115
06/12/1986,0.2179
06/11/1986,0.1548
06/10/1986,0.2066
06/09/1986,0.1716
06/08/1986,0.1698
06/07/1986,0.1686
06/06/1986,0.2534
06/05/1986,0.2507
06/04/1986,0.2613
06/03/1986,0.2966
06/02/1986,0.2788
06/01/1986,0.3249
06/12/1985,0.1978
06/11/1985,0.1181
06/10/1985,0.1303
06/09/1985,0.101
06/08/1985,0.1287
06/07/1985,0.0779
06/06/1985,0.129
06/05/1985,0.1959
06/04/1985,0.1488
06/03/1985,0.1875
06/02/1985,0.0176
06/01/1985,0.1783
06/12/1984,-0.0926
06/11/1984,0.0365
06/10/1984,0.1187
06/09/1984,0.1431
06/08/1984,0.1687
06/07/1984,0.1193
06/06/1984,0.1306
06/05/1984,0.2834
06/04/1984,0.1503
06/03/1984,0.272
06/02/1984,0.1753
06/01/1984,0.2831
06/12/1983,0.2748
06/11/1983,0.4313
06/10/1983,0.2113
06/09/1983,0.3175
06/08/1983,0.3228
06/07/1983,0.2663
06/06/1983,0.2629
06/05/1983,0.2881
06/04/1983,0.2918
06/03/1983,0.4256
06/02/1983,0.4834
06/01/1983,0.5169
06/12/1982,0.4355
06/11/1982,0.151
06/10/1982,0.1771
06/09/1982,0.233
06/08/1982,0.1406
06/07/1982,0.1436
06/06/1982,0.1231
06/05/1982,0.1923
06/04/1982,0.2054
06/03/1982,0.0833
06/02/1982,0.1593
06/01/1982,0.1342
06/12/1981,0.42
06/11/1981,0.2119
06/10/1981,0.1687
06/09/1981,0.186
06/08/1981,0.2428
06/07/1981,0.2268
06/06/1981,0.2853
06/05/1981,0.262
06/04/1981,0.3579
06/03/1981,0.4083
06/02/1981,0.3629
06/01/1981,0.4656
06/12/1980,0.2674
06/11/1980,0.3319
06/10/1980,0.1821
06/09/1980,0.2008
06/08/1980,0.1957
06/07/1980,0.2172
06/06/1980,0.2474
06/05/1980,0.316
06/04/1980,0.3082
06/03/1980,0.2389
06/02/1980,0.3506
06/01/1980,0.308
06/12/1979,0.5032
06/11/1979,0.2953
06/10/1979,0.2945
06/09/1979,0.2519
06/08/1979,0.2263
06/07/1979,0.1746
06/06/1979,0.2183
06/05/1979,0.1569
06/04/1979,0.1112
06/03/1979,0.243
06/02/1979,0.0922
06/01/1979,0.1602
06/12/1978,0.1512
06/11/1978,0.2245
06/10/1978,0.0646
06/09/1978,0.0748
06/08/1978,0.0033
06/07/1978,0.0699
06/06/1978,0.0532
06/05/1978,0.0596
06/04/1978,0.1324
06/03/1978,0.2228
06/02/1978,0.1306
06/01/1978,0.1606
06/12/1977,0.1124
06/11/1977,0.2603
06/10/1977,0.1189
06/09/1977,0.1867
06/08/1977,0.1418
06/07/1977,0.1737
06/06/1977,0.2474
06/05/1977,0.2368
06/04/1977,0.282
06/03/1977,0.3109
06/02/1977,0.2384
06/01/1977,0.0639
06/12/1976,0.0906
06/11/1976,-0.0432
06/10/1976,-0.1821
06/09/1976,-0.0426
06/08/1976,-0.0894
06/07/1976,-0.0846
06/06/1976,-0.074
06/05/1976,-0.1228
06/04/1976,-0.0223
06/03/1976,-0.2394
06/02/1976,-0.1221
06/01/1976,-0.0181
06/12/1975,-0.0895
06/11/1975,-0.145
06/10/1975,-0.1236
06/09/1975,0.017
06/08/1975,-0.0671
06/07/1975,0.0055
06/06/1975,0.0342
06/05/1975,0.0693
06/04/1975,0.0779
06/03/1975,0.1096
06/02/1975,0.0326
06/01/1975,0.1201
06/12/1974,-0.0976
06/11/1974,-0.0671
06/10/1974,-0.0831
06/09/1974,-0.0428
06/08/1974,0.0131
06/07/1974,0.0195
06/06/1974,-0.0375
06/05/1974,-0.0246
06/04/1974,-0.042
06/03/1974,-0.0509
06/02/1974,-0.2548
06/01/1974,-0.1953
06/12/1973,0.0277
06/11/1973,0.022
06/10/1973,0.0446
06/09/1973,0.0563
06/08/1973,0.0774
06/07/1973,0.1163
06/06/1973,0.1972
06/05/1973,0.2152
06/04/1973,0.2502
06/03/1973,0.3305
06/02/1973,0.3722
06/01/1973,0.259
06/12/1972,0.2529
06/11/1972,0.0799
06/10/1972,0.0891
06/09/1972,0.0207
06/08/1972,0.0863
06/07/1972,0.0639
06/06/1972,0.0765
06/05/1972,0.0147
06/04/1972,0.0357
06/03/1972,0.0014
06/02/1972,-0.1624
06/01/1972,-0.2415
06/12/1971,-0.0198
06/11/1971,0.0363
06/10/1971,-0.0763
06/09/1971,-0.0443
06/08/1971,-0.0688
06/07/1971,-0.063
06/06/1971,-0.1243
06/05/1971,-0.0899
06/04/1971,-0.1299
06/03/1971,-0.1412
06/02/1971,-0.2144
06/01/1971,-0.0045
06/12/1970,-0.0954
06/11/1970,0.0226
06/10/1970,-0.0367
06/09/1970,0.0077
06/08/1970,-0.0198
06/07/1970,-0.0218
06/06/1970,0.0295
06/05/1970,0.0414
06/04/1970,0.131
06/03/1970,0.0317
06/02/1970,0.2353
06/01/1970,0.1214
06/12/1969,0.2468
06/11/1969,0.1896
06/10/1969,0.0713
06/09/1969,0.0843
06/08/1969,0.0954
06/07/1969,0.0933
06/06/1969,0.0766
06/05/1969,0.1756
06/04/1969,0.1935
06/03/1969,0.1222
06/02/1969,-0.1038
06/01/1969,-0.1295
06/12/1968,-0.0431
06/11/1968,0.0156
06/10/1968,0.0471
06/09/1968,-0.0112
06/08/1968,-0.0143
06/07/1968,-0.0197
06/06/1968,-0.0161
06/05/1968,-0.0803
06/04/1968,-0.0703
06/03/1968,0.1508
06/02/1968,-0.1266
06/01/1968,-0.1865
06/12/1967,-0.04
06/11/1967,-0.0212
06/10/1967,0.1288
06/09/1967,-0.0317
06/08/1967,-0.0055
06/07/1967,-0.0177
06/06/1967,-0.0299
06/05/1967,0.1243
06/04/1967,0.0056
06/03/1967,0.0029
06/02/1967,-0.1656
06/01/1967,-0.1068
06/12/1966,-0.1244
06/11/1966,-0.0465
06/10/1966,-0.0592
06/09/1966,0.0261
06/08/1966,0.0191
06/07/1966,0.0667
06/06/1966,0.0577
06/05/1966,-0.0359
06/04/1966,-0.0908
06/03/1966,-0.0025
06/02/1966,-0.0373
06/01/1966,-0.0458
06/12/1965,-0.0124
06/11/1965,-0.09
06/10/1965,0.0238
06/09/1965,-0.0503
06/08/1965,-0.0464
06/07/1965,-0.0841
06/06/1965,-0.0434
06/05/1965,-0.0787
06/04/1965,-0.1875
06/03/1965,-0.1005
06/02/1965,-0.1966
06/01/1965,-0.0699
06/12/1964,-0.2651
06/11/1964,-0.2017
06/10/1964,-0.2665
06/09/1964,-0.2093
06/08/1964,-0.1669
06/07/1964,-0.1111
06/06/1964,-0.0931
06/05/1964,-0.098
06/04/1964,-0.1847
06/03/1964,-0.1421
06/02/1964,-0.1048
06/01/1964,0.0488
06/12/1963,0.0812
06/11/1963,0.1947
06/10/1963,0.2148
06/09/1963,0.1629
06/08/1963,0.1579
06/07/1963,0.1382
06/06/1963,0.0499
06/05/1963,0.013
06/04/1963,-0.0041
06/03/1963,-0.0216
06/02/1963,0.2566
06/01/1963,0.0376
06/12/1962,0.0881
06/11/1962,0.0745
06/10/1962,0.0796
06/09/1962,0.0606
06/08/1962,0.0552
06/07/1962,0.0905
06/06/1962,0.0574
06/05/1962,0.0589
06/04/1962,0.0763
06/03/1962,0.1197
06/02/1962,0.1698
06/01/1962,0.1345
06/12/1961,-0.0171
06/11/1961,0.016
06/10/1961,-0.035
06/09/1961,-0.0041
06/08/1961,0.032
06/07/1961,0.035
06/06/1961,0.1479
06/05/1961,0.1614
06/04/1961,0.1335
06/03/1961,0.1646
06/02/1961,0.1768
06/01/1961,0.1188
06/12/1960,0.2278
06/11/1960,-0.0484
06/10/1960,0.039
06/09/1960,0.0638
06/08/1960,0.0461
06/07/1960,0.0339
06/06/1960,0.0772
06/05/1960,-0.0841
06/04/1960,-0.0954
06/03/1960,-0.2041
06/02/1960,0.1858
06/01/1960,0.0032
06/12/1959,-0.0343
06/11/1959,-0.079
06/10/1959,-0.0137
06/09/1959,0.097
06/08/1959,0.0516
06/07/1959,0.0671
06/06/1959,0.0849
06/05/1959,0.0263
06/04/1959,0.118
06/03/1959,0.2041
06/02/1959,0.0682
06/01/1959,0.125
06/12/1958,0.1452
06/11/1958,0.0896
06/10/1958,0.0405
06/09/1958,0.0186
06/08/1958,0.0528
06/07/1958,0.0649
06/06/1958,0.0624
06/05/1958,0.1007
06/04/1958,0.114
06/03/1958,0.1181
06/02/1958,0.2103
06/01/1958,0.2964
06/12/1957,0.229
06/11/1957,0.1282
06/10/1957,0.0143
06/09/1957,0.0748
06/08/1957,0.1302
06/07/1957,0.0596
06/06/1957,0.1577
06/05/1957,0.1092
06/04/1957,-0.0193
06/03/1957,-0.068
06/02/1957,-0.1118
06/01/1957,-0.1178
06/12/1956,-0.153
06/11/1956,-0.1564
06/10/1956,-0.1989
06/09/1956,-0.252
06/08/1956,-0.1866
06/07/1956,-0.1346
06/06/1956,-0.1437
06/05/1956,-0.2275
06/04/1956,-0.2846
06/03/1956,-0.2003
06/02/1956,-0.2732
06/01/1956,-0.1773
06/12/1955,-0.2706
06/11/1955,-0.2373
06/10/1955,-0.1232
06/09/1955,-0.0923
06/08/1955,-0.0262
06/07/1955,-0.0881
06/06/1955,-0.0695
06/05/1955,-0.1274
06/04/1955,-0.2383
06/03/1955,-0.3091
06/02/1955,-0.1303
06/01/1955,0.0879
06/12/1954,-0.1859
06/11/1954,0.039
06/10/1954,-0.0694
06/09/1954,-0.0595
06/08/1954,-0.0913
06/07/1954,-0.1229
06/06/1954,-0.1161
06/05/1954,-0.202
06/04/1954,-0.1766
06/03/1954,-0.091
06/02/1954,-0.0865
06/01/1954,-0.2352
06/12/1953,0.0555
06/11/1953,-0.0621
06/10/1953,0.0723
06/09/1953,0.0632
06/08/1953,0.0812
06/07/1953,0.0662
06/06/1953,0.124
06/05/1953,0.144
06/04/1953,0.1873
06/03/1953,0.1539
06/02/1953,0.1534
06/01/1953,0.1037
06/12/1952,-0.008
06/11/1952,-0.1975
06/10/1952,-0.0366
06/09/1952,0.0653
06/08/1952,0.0647
06/07/1952,0.0735
06/06/1952,0.0396
06/05/1952,0.034
06/04/1952,0.0666
06/03/1952,-0.048
06/02/1952,0.0921
06/01/1952,0.152
06/12/1951,0.2148
06/11/1951,0.026
06/10/1951,0.1081
06/09/1951,0.1322
06/08/1951,0.113
06/07/1951,0.1101
06/06/1951,0.0381
06/05/1951,0.0569
06/04/1951,-0.0877
06/03/1951,-0.1689
06/02/1951,-0.4101
06/01/1951,-0.2903
06/12/1950,-0.181
06/11/1950,-0.3605
06/10/1950,-0.1661
06/09/1950,-0.1049
06/08/1950,-0.1382
06/07/1950,-0.1053
06/06/1950,-0.0559
06/05/1950,-0.0536
06/04/1950,-0.1706
06/03/1950,-0.0868
06/02/1950,-0.2389
06/01/1950,-0.2777
06/12/1949,-0.1821
06/11/1949,-0.0534
06/10/1949,-0.0297
06/09/1949,-0.0701
06/08/1949,-0.0217
06/07/1949,-0.077
06/06/1949,-0.1486
06/05/1949,-0.0063
06/04/1949,0.0076
06/03/1949,-0.0732
06/02/1949,-0.1476
06/01/1949,0.1209
06/12/1948,-0.1121
06/11/1948,-0.056
06/10/1948,-0.065
06/09/1948,-0.1032
06/08/1948,-0.0282
06/07/1948,-0.0622
06/06/1948,-0.015
06/05/1948,0.1427
06/04/1948,-0.0646
06/03/1948,-0.1841
06/02/1948,-0.0906
06/01/1948,0.0535
06/12/1947,-0.1463
06/11/1947,-0.0238
06/10/1947,0.0549
06/09/1947,-0.1306
06/08/1947,-0.0623
06/07/1947,-0.0138
06/06/1947,0.0208
06/05/1947,-0.019
06/04/1947,0.0143
06/03/1947,-0.0079
06/02/1947,-0.0774
06/01/1947,-0.1816
06/12/1946,-0.2636
06/11/1946,-0.0119
06/10/1946,-0.0057
06/09/1946,-0.0164
06/08/1946,-0.0697
06/07/1946,-0.0367
06/06/1946,-0.1016
06/05/1946,-0.0298
06/04/1946,0.1768
06/03/1946,0.0005
06/02/1946,0.0888
06/01/1946,0.2209
06/12/1945,-0.0475
06/11/1945,0.1955
06/10/1945,0.2569
06/09/1945,0.2578
06/08/1945,0.3546
06/07/1945,0.1652
06/06/1945,0.1413
06/05/1945,0.1761
06/04/1945,0.2764
06/03/1945,0.1072
06/02/1945,0.0149
06/01/1945,0.1535
06/12/1944,0.0951
06/11/1944,0.1518
06/10/1944,0.323
06/09/1944,0.3855
06/08/1944,0.2804
06/07/1944,0.3145
06/06/1944,0.3348
06/05/1944,0.2618
06/04/1944,0.2718
06/03/1944,0.3676
06/02/1944,0.3032
06/01/1944,0.4241
06/12/1943,0.3539
06/11/1943,0.2459
06/10/1943,0.3095
06/09/1943,0.1425
06/08/1943,0.0992
06/07/1943,0.183
06/06/1943,0.0245
06/05/1943,0.1326
06/04/1943,0.1726
06/03/1943,0.0762
06/02/1943,0.1683
06/01/1943,-0.0241
06/12/1942,0.1515
06/11/1942,0.167
06/10/1942,0.1495
06/09/1942,0.1179
06/08/1942,0.044
06/07/1942,0.0768
06/06/1942,0.2098
06/05/1942,0.1665
06/04/1942,0.19
06/03/1942,0.1771
06/02/1942,0.0971
06/01/1942,0.2983
06/12/1941,0.2108
06/11/1941,0.2212
06/10/1941,0.313
06/09/1941,0.0881
06/08/1941,0.1736
06/07/1941,0.2069
06/06/1941,0.1614
06/05/1941,0.2446
06/04/1941,0.2229
06/03/1941,0.1023
06/02/1941,0.227
06/01/1941,0.1802
06/12/1940,0.2683
06/11/1940,0.1004
06/10/1940,0.0993
06/09/1940,0.1483
06/08/1940,0.0902
06/07/1940,0.1459
06/06/1940,0.1039
06/05/1940,0.0556
06/04/1940,0.1286
06/03/1940,0.0671
06/02/1940,0.0514
06/01/1940,-0.1226
06/12/1939,0.4057
06/11/1939,0.044
06/10/1939,-0.0427
06/09/1939,0.0111
06/08/1939,0.0555
06/07/1939,0.0061
06/06/1939,-0.0077
06/05/1939,-0.0366
06/04/1939,-0.1319
06/03/1939,-0.1897
06/02/1939,-0.1137
06/01/1939,-0.1665
06/12/1938,-0.2541
06/11/1938,0.0039
06/10/1938,0.0724
06/09/1938,0.0293
06/08/1938,-0.0149
06/07/1938,-0.0505
06/06/1938,-0.0939
06/05/1938,-0.019
06/04/1938,0.0428
06/03/1938,0.0308
06/02/1938,-0.054
06/01/1938,-0.0378
06/12/1937,-0.0919
06/11/1937,0.0099
06/10/1937,0.1137
06/09/1937,0.1316
06/08/1937,0.093
06/07/1937,-0.0004
06/06/1937,0.0126
06/05/1937,-0.0187
06/04/1937,-0.1262
06/03/1937,-0.1823
06/02/1937,0.0385
06/01/1937,-0.1684
06/12/1936,-0.0193
06/11/1936,-0.0275
06/10/1936,-0.0224
06/09/1936,-0.0389
06/08/1936,-0.0557
06/07/1936,-0.0139
06/06/1936,-0.1075
06/05/1936,-0.1178
06/04/1936,-0.1789
06/03/1936,-0.2107
06/02/1936,-0.3137
06/01/1936,-0.2547
06/12/1935,-0.1769
06/11/1935,-0.2707
06/10/1935,-0.013
06/09/1935,-0.0916
06/08/1935,-0.1003
06/07/1935,-0.1155
06/06/1935,-0.1706
06/05/1935,-0.2038
06/04/1935,-0.2567
06/03/1935,-0.1475
06/02/1935,0.1659
06/01/1935,-0.2894
06/12/1934,-0.0256
06/11/1934,0.0128
06/10/1934,-0.0693
06/09/1934,-0.1226
06/08/1934,-0.0548
06/07/1934,-0.0894
06/06/1934,-0.0025
06/05/1934,-0.0444
06/04/1934,-0.2318
06/03/1934,-0.2574
06/02/1934,-0.0231
06/01/1934,-0.3102
06/12/1933,-0.4069
06/11/1933,-0.2548
06/10/1933,-0.1879
06/09/1933,-0.2214
06/08/1933,-0.1889
06/07/1933,-0.181
06/06/1933,-0.2007
06/05/1933,-0.2091
06/04/1933,-0.2044
06/03/1933,-0.2476
06/02/1933,-0.3167
06/01/1933,-0.3073
06/12/1932,-0.1861
06/11/1932,-0.1945
06/10/1932,-0.0926
06/09/1932,-0.0695
06/08/1932,-0.1757
06/07/1932,-0.1208
06/06/1932,-0.1578
06/05/1932,-0.1674
06/04/1932,-0.0324
06/03/1932,-0.1799
06/02/1932,-0.1794
06/01/1932,0.1547
06/12/1931,-0.1052
06/11/1931,-0.1139
06/10/1931,0.0092
06/09/1931,0.0035
06/08/1931,0.0047
06/07/1931,-0.0155
06/06/1931,-0.0185
06/05/1931,-0.1499
06/04/1931,-0.1625
06/03/1931,-0.0061
06/02/1931,-0.2225
06/01/1931,-0.047
06/12/1930,0.0064
06/11/1930,0.1368
06/10/1930,-0.0011
06/09/1930,-0.1043
06/08/1930,-0.09
06/07/1930,-0.0692
06/06/1930,-0.1135
06/05/1930,-0.1976
06/04/1930,-0.195
06/03/1930,-0.0549
06/02/1930,-0.2
06/01/1930,-0.3206
06/12/1929,-0.5167
06/11/1929,-0.0971
06/10/1929,-0.1185
06/09/1929,-0.2089
06/08/1929,-0.2078
06/07/1929,-0.2735
06/06/1929,-0.2746
06/05/1929,-0.2886
06/04/1929,-0.2976
06/03/1929,-0.2654
06/02/1929,-0.5495
06/01/1929,-0.484
06/12/1928,-0.1713
06/11/1928,-0.0679
06/10/1928,-0.1256
06/09/1928,-0.1904
06/08/1928,-0.1997
06/07/1928,-0.1773
06/06/1928,-0.2777
06/05/1928,-0.1866
06/04/1928,-0.2444
06/03/1928,-0.263
06/02/1928,-0.145
06/01/1928,-0.08
06/12/1927,-0.3132
06/11/1927,-0.0397
06/10/1927,0.014
06/09/1927,-0.0275
06/08/1927,-0.1145
06/07/1927,-0.1035
06/06/1927,-0.2014
06/05/1927,-0.2286
06/04/1927,-0.2207
06/03/1927,-0.2563
06/02/1927,-0.1917
06/01/1927,-0.1723
06/12/1926,-0.2158
06/11/1926,-0.0784
06/10/1926,-0.084
06/09/1926,-0.1031
06/08/1926,-0.0882
06/07/1926,-0.1582
06/06/1926,-0.1224
06/05/1926,-0.1345
06/04/1926,-0.1389
06/03/1926,0.0756
06/02/1926,0.0811
06/01/1926,0.166
06/12/1925,0.1358
06/11/1925,0.0584
06/10/1925,-0.1326
06/09/1925,-0.104
06/08/1925,-0.1374
06/07/1925,-0.2093
06/06/1925,-0.2291
06/05/1925,-0.2233
06/04/1925,-0.1633
06/03/1925,-0.1692
06/02/1925,-0.2783
06/01/1925,-0.3246
06/12/1924,-0.3912
06/11/1924,-0.2942
06/10/1924,-0.2879
06/09/1924,-0.2836
06/08/1924,-0.2895
06/07/1924,-0.2216
06/06/1924,-0.2259
06/05/1924,-0.1903
06/04/1924,-0.2466
06/03/1924,-0.113
06/02/1924,-0.1859
06/01/1924,-0.2536
06/12/1923,0.0001
06/11/1923,0.0285
06/10/1923,-0.1619
06/09/1923,-0.2454
06/08/1923,-0.2824
06/07/1923,-0.282
06/06/1923,-0.1948
06/05/1923,-0.2488
06/04/1923,-0.3381
06/03/1923,-0.2697
06/02/1923,-0.3785
06/01/1923,-0.2143
06/12/1922,-0.1563
06/11/1922,-0.1929
06/10/1922,-0.2506
06/09/1922,-0.2525
06/08/1922,-0.2793
06/07/1922,-0.2615
06/06/1922,-0.282
06/05/1922,-0.2647
06/04/1922,-0.1301
06/03/1922,-0.0787
06/02/1922,-0.2945
06/01/1922,-0.3221
06/12/1921,-0.0822
06/11/1921,-0.1859
